Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp585 (low confidence),83,2090,1.437,5,0.1813,10288,8106,2318,7970,86997269,29490054,57507215,799703893,14565,3127,202.3,6166049,39024204,12901580,47375847,2051,1480885,1957116,26,0,25,888061061,107545784,3033,4434,2382,3610,1895,2556,1482,2468,1496,1497
National,ssp585 (low confidence),83,2090,1.437,10,0.0952,10943,8750,2465,8478,100467048,34143614,66323435,831503420,15542,3342,214.03,6838512,41695087,13449572,47481009,2090,1561116,2046126,27,0,25,922725643,122316247,3099,4606,2469,3673,2002,2775,1590,2640,1783,1848
National,ssp585 (low confidence),83,2090,1.437,25,0.0392,11730,9619,2630,9100,118037035,39979263,78057772,862183652,16827,3625,229.62,7726251,45310739,14067167,47836885,2154,1664943,2161499,27,0,25,957492775,141495396,3065,4757,2653,3940,2176,2945,1690,2680,2146,2506
National,ssp585 (low confidence),83,2090,1.437,50,0.0198,12310,10227,2729,9581,130927450,44004801,86922649,884519985,17702,3816,241.17,8418406,47801155,14481924,47890719,2237,1744203,2243171,29,0,27,982455030,155571983,2914,4622,2862,4246,2326,3163,1757,2753,2451,2918
National,ssp585 (low confidence),83,2090,1.437,100,0.01,12893,10884,2831,10062,144696143,48062655,96633488,916899535,18644,4021,252.71,9173086,49960107,14850393,47955293,2349,1828115,2326319,29,0,29,1017141255,170547736,2890,4721,2858,4315,2485,3337,1900,2843,2760,3429
National,ssp585 (low confidence),83,2090,1.437,250,0.004,13579,11720,2936,10643,164683649,53591059,111092590,951063388,19796,4270,266.96,10252856,52427184,15299954,48056492,2473,1949764,2459812,29,0,29,1054006876,192186224,2706,4565,2624,4191,2878,3899,2087,2817,3284,4324
National,ssp585 (low confidence),83,2100,1.783,1,0.6321,4538,3040,1053,3485,13972085,4707364,9264721,415834989,5955,1276,87.66,1553176,13382181,5014340,30650089,1074,727760,1111132,11,0,16,460978391,21267360,1906,2656,1369,2050,764,815,323,347,176,86
National,ssp585 (low confidence),83,2100,1.783,5,0.1813,12117,9843,2738,9379,132855321,44552349,88302973,892473236,17597,3785,237.37,8475859,47440215,14861202,47872033,2245,1756854,2225907,27,0,26,990011391,157949237,2942,4689,2663,4013,2285,3210,1729,2580,2498,3105
National,ssp585 (low confidence),83,2100,1.783,10,0.0952,12660,10466,2853,9807,150259703,50451548,99808154,918427544,18619,4008,249.86,9264443,50417662,15348446,47905591,2296,1842305,2329430,29,0,29,1019080227,176714896,2804,4767,2807,4187,2377,3424,1849,2570,2823,3671
National,ssp585 (low confidence),83,2100,1.783,25,0.0392,13438,11335,2993,10445,172635553,57623340,115012212,957942367,19636,4227,266.19,10303654,53881167,15877400,47952447,2383,1951842,2450418,29,0,31,1062226400,200768449,2777,4571,2878,4357,2512,3540,1986,2805,3285,4364
National,ssp585 (low confidence),83,2100,1.783,50,0.0198,13894,11890,3052,10842,188904734,62441155,126463578,984265087,20573,4430,277.26,11066839,55750219,16219522,48003442,2464,2035250,2538402,29,0,31,1090557150,218226345,2630,4533,2810,4425,2719,3779,2102,2948,3633,4889
National,ssp585 (low confidence),83,2100,1.783,100,0.01,14338,12487,3134,11204,206027350,67320651,138706699,1005622386,21342,4596,286.55,11844534,57280669,16520527,48102218,2557,2121965,2619582,29,0,32,1113624854,236514376,2437,4423,2686,4296,2895,4159,2311,2958,4009,5506
National,ssp585 (low confidence),83,2100,1.783,250,0.004,14955,13196,3226,11729,231007309,73914337,157092973,1032710345,22396,4824,300.92,12912583,59809527,16889595,48448152,3077,2243898,2732985,30,0,34,1143701009,263053386,2255,4265,2611,4230,2792,4212,2664,3486,4633,6202
National,ssp585 (low confidence),95,2020,0.116,1,0.6321,406,184,90,316,90186,30072,60114,51291825,314,69,8.54,52798,656913,375697,3885708,181,15853,107501,1,0,2,55941946,534534,337,281,69,33,0,0,0,0,0,0
National,ssp585 (low confidence),95,2020,0.116,5,0.1813,3688,2536,863,2825,9267695,3059434,6208261,357741315,4898,1046,70.58,1059546,9322626,3278045,23982327,879,548809,926963,7,0,14,391973231,14154095,1693,2740,1086,1284,558,624,325,239,26,10
National,ssp585 (low confidence),95,2020,0.116,10,0.0952,4075,2874,941,3134,11765091,3976282,7788809,383776952,5528,1182,78.61,1276905,10913042,3692784,27115214,988,615332,991865,11,0,14,422797072,17350112,1758,2756,1256,1680,630,733,340,331,91,28
National,ssp585 (low confidence),95,2020,0.116,25,0.0392,4614,3333,1049,3565,15318343,5238922,10079421,417861936,6237,1337,89.77,1596895,12999084,4208817,30064471,1082,698302,1090223,11,0,16,462015714,21822357,1881,2808,1408,2119,763,779,384,409,178,121
National,ssp585 (low confidence),95,2020,0.116,50,0.0198,5073,3668,1138,3935,18191068,6157250,12033818,451929056,6833,1467,97.82,1864439,14616834,4583183,32634615,1180,758787,1157627,11,0,17,500338132,25397477,2042,2837,1516,2361,856,958,416,495,243,183
National,ssp585 (low confidence),95,2020,0.116,100,0.01,5554,4063,1231,4323,21508024,7186376,14321648,481234521,7506,1613,106.61,2175697,16173726,4990959,34871835,1268,822763,1231919,12,0,17,533512000,29497443,2163,2974,1657,2611,949,1135,479,512,306,273
National,ssp585 (low confidence),95,2020,0.116,250,0.004,6414,4687,1425,4989,26762802,8686377,18076425,525514915,8564,1842,119.36,2691365,18707188,5561993,37760472,1383,913579,1343561,15,0,17,583326135,35929739,2439,3207,1843,2897,1156,1457,571,563,405,440
National,ssp585 (low confidence),95,2030,0.22,1,0.6321,479,226,103,376,197254,64544,132710,61682564,405,88,9.85,71143,828983,498947,4350653,208,26132,144401,2,0,2,67006601,793475,340,332,139,73,0,0,0,0,0,0
National,ssp585 (low confidence),95,2030,0.22,5,0.1813,4088,2831,942,3146,11552962,3865055,7687907,384945950,5532,1183,79.02,1257579,11152799,3905114,28144038,1000,616867,997277,11,0,15,425240064,17332522,1783,2797,1240,1649,640,757,335,306,90,24
National,ssp585 (low confidence),95,2030,0.22,10,0.0952,4523,3216,1021,3502,14479581,4946619,9532962,419136033,6088,1303,87.92,1501532,12969531,4386775,30327202,1068,683705,1079399,11,0,15,463512164,21051593,1888,2752,1374,2062,735,812,360,359,166,103
National,ssp585 (low confidence),95,2030,0.22,25,0.0392,5141,3676,1156,3985,18682699,6397122,12285577,459812470,6951,1491,99.14,1860057,15108816,4974128,33942823,1188,766421,1174355,11,0,17,510038463,26283304,2076,2874,1515,2489,882,908,427,508,241,171
National,ssp585 (low confidence),95,2030,0.22,50,0.0198,5576,4044,1237,4339,22071319,7501425,14569894,491373950,7625,1637,107.35,2154406,16630714,5424536,36203348,1274,827905,1245898,11,0,17,545453910,30478166,2162,3102,1638,2537,978,1184,486,540,312,263
National,ssp585 (low confidence),95,2030,0.22,100,0.01,6108,4473,1359,4749,25908075,8688581,17219494,521187036,8262,1776,116.79,2496005,18637981,5889579,38711612,1364,892804,1325110,14,0,17,579861739,35186463,2326,3161,1733,2758,1120,1404,546,573,383,366
National,ssp585 (low confidence),95,2030,0.22,250,0.004,7087,5148,1575,5512,31917189,10403606,21513583,580107797,9385,2021,130.97,3062100,21444854,6519845,41320613,1480,986121,1433350,17,0,20,644306614,42485254,2729,3442,1856,2975,1351,1790,652,665,499,513
National,ssp585 (low confidence),95,2040,0.391,1,0.6321,600,305,125,475,430046,137858,292189,71590937,528,114,12.37,105963,1050148,678276,4903569,234,49979,206885,2,0,5,77751539,1264264,378,395,222,133,0,0,0,0,0,0
National,ssp585 (low confidence),95,2040,0.391,5,0.1813,4667,3207,1055,3612,16176287,5503901,10672385,429594646,6255,1339,90.65,1646198,13722769,5096396,31679833,1100,729427,1101292,11,0,15,476098541,23648308,1852,2572,1419,2291,801,875,393,387,202,130
National,ssp585 (low confidence),95,2040,0.391,10,0.0952,5145,3564,1165,3980,20013529,6861530,13151999,465409344,6918,1484,99.35,1943145,15372639,5646792,34829485,1188,794954,1185424,11,0,17,516796892,28398420,1944,2621,1539,2605,943,1000,446,507,273,184
National,ssp585 (low confidence),95,2040,0.391,25,0.0392,5778,4050,1288,4490,25468875,8756869,16712007,509416289,7881,1692,111.37,2363158,18049146,6370142,38377540,1310,880417,1276894,12,0,17,567119869,35082593,2116,2902,1648,2685,1097,1369,556,643,361,281
National,ssp585 (low confidence),95,2040,0.391,50,0.0198,6268,4463,1386,4882,29753279,10163779,19589499,545312528,8493,1824,120.96,2708959,19970485,6905980,41091567,1407,944838,1354138,14,0,17,607728718,40313056,2240,3003,1743,2770,1219,1669,623,646,443,406
National,ssp585 (low confidence),95,2040,0.391,100,0.01,6886,4909,1532,5354,34540340,11652913,22887428,584230517,9260,1991,130.95,3114850,22055747,7434605,42968130,1488,1012722,1425970,18,0,20,650680363,46102518,2425,3228,1851,2877,1364,1854,726,756,520,545
National,ssp585 (low confidence),95,2040,0.391,250,0.004,7973,5656,1795,6178,42112517,13809246,28303271,633798641,10606,2284,145.24,3756750,24785671,8089255,44262713,1595,1113892,1530766,20,0,23,704377792,55072414,2839,3762,2018,2891,1613,2369,835,904,668,679
National,ssp585 (low confidence),95,2050,0.598,1,0.6321,908,439,188,720,883959,271839,612121,98620254,847,182,18.48,165939,1626751,927034,6334825,301,94287,321521,3,0,10,106903351,2071219,536,609,324,224,48,14,0,0,0,0
