Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp119 (medium confidence),17,2030,0.052,1,0.6321,365,121,84,281,43743,14613,29129,47579939,238,52,7.74,42771,609612,303065,3658270,167,10894,93233,1,0,1,51941054,400472,349,229,16,9,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2030,0.052,5,0.1813,3509,2238,819,2690,8108451,2657871,5450580,344541473,4685,1000,66.21,953127,8453243,2952176,21908345,818,507812,899166,7,0,14,375802227,12521566,1702,2820,1006,1100,492,568,301,192,8,6
National,ssp119 (medium confidence),17,2030,0.052,10,0.0952,3874,2558,901,2973,10328003,3462006,6865997,370069892,5173,1106,74.37,1155278,9911026,3331709,24362488,924,573585,953039,8,0,14,405296445,15388575,1752,2720,1146,1481,595,680,324,269,57,24
National,ssp119 (medium confidence),17,2030,0.052,25,0.0392,4372,2981,1002,3370,13545670,4611753,8933916,404361617,5888,1261,84.95,1453347,12054633,3799228,28242840,1038,656245,1049921,11,0,15,445709011,19454490,1854,2762,1329,1950,699,715,346,372,144,88
National,ssp119 (medium confidence),17,2030,0.052,50,0.0198,4825,3322,1088,3737,16124588,5448952,10675636,431719130,6521,1399,92.88,1707368,13436765,4133432,30150741,1116,716264,1115315,11,0,17,476421950,22681652,1990,2915,1443,2189,812,823,384,452,196,141
National,ssp119 (medium confidence),17,2030,0.052,100,0.01,5290,3698,1180,4110,19131207,6372320,12758886,459434603,7106,1527,101.47,2001332,15026550,4491213,33588661,1232,779748,1188623,11,0,17,509238437,26403500,2104,2964,1605,2427,886,1005,432,479,263,231
National,ssp119 (medium confidence),17,2030,0.052,250,0.004,6093,4258,1363,4730,23955674,7749602,16206072,504135309,8089,1740,114.68,2487185,17628586,5012398,36203207,1332,870332,1301783,15,0,17,559268885,32325589,2361,3074,1792,2797,1063,1312,533,527,344,379
National,ssp119 (medium confidence),17,2040,0.078,1,0.6321,368,121,84,284,60319,20244,40075,47925801,238,52,7.85,46772,620260,332217,3695782,170,12776,95201,1,0,1,52337044,452084,338,229,30,9,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2040,0.078,5,0.1813,3527,2238,823,2704,8552489,2810765,5741724,345913385,4731,1010,66.69,995290,8575306,3080481,21944393,821,524359,903347,7,0,14,377336431,13152619,1647,2758,1031,1181,524,576,308,211,17,6
National,ssp119 (medium confidence),17,2040,0.078,10,0.0952,3893,2558,902,2991,10887291,3661784,7225507,371605322,5200,1112,74.71,1203516,9967796,3472138,24515867,928,590503,955499,8,0,14,407044484,16153448,1697,2655,1182,1510,614,720,326,292,74,24
National,ssp119 (medium confidence),17,2040,0.078,25,0.0392,4401,2981,1011,3390,14234414,4858382,9376032,405852817,5928,1270,85.43,1510231,12115056,3958721,28277798,1041,673363,1052381,11,0,15,447298051,20376729,1790,2678,1370,2022,727,730,353,399,161,99
National,ssp119 (medium confidence),17,2040,0.078,50,0.0198,4857,3322,1092,3765,16929910,5723669,11206241,433496217,6549,1405,93.29,1769541,13527317,4310747,30635270,1122,733561,1120235,11,0,17,478779039,23743759,1942,2824,1485,2221,817,878,398,462,215,164
National,ssp119 (medium confidence),17,2040,0.078,100,0.01,5317,3698,1186,4131,20061445,6691659,13369786,460614205,7149,1536,102.02,2070495,15139443,4690130,33843142,1237,797246,1193051,11,0,17,510789841,27619315,2054,2837,1627,2504,904,1069,454,499,278,240
National,ssp119 (medium confidence),17,2040,0.078,250,0.004,6136,4258,1367,4769,25058757,8118002,16940755,506106803,8120,1747,115.27,2568561,17768067,5231798,36275566,1337,887796,1307687,15,0,17,561458123,33746913,2305,2934,1804,2887,1118,1357,547,544,362,398
National,ssp119 (medium confidence),17,2050,0.123,1,0.6321,419,184,92,327,97116,32287,64828,52400398,330,72,8.78,54075,696495,384515,4039795,191,16508,112421,2,0,2,57249109,552214,346,288,73,42,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2050,0.123,5,0.1813,3767,2536,883,2884,9416219,3111627,6304592,361688339,4982,1064,72.12,1073030,9672286,3319990,24779133,898,553391,936803,8,0,14,397076562,14362629,1749,2762,1094,1343,569,615,327,248,28,15
National,ssp119 (medium confidence),17,2050,0.123,10,0.0952,4149,2874,959,3190,11942085,4039919,7902165,388846699,5646,1208,80.21,1291894,11211678,3740390,27994720,1007,619944,1004165,11,0,15,429057262,17594313,1816,2819,1261,1736,637,732,337,331,98,28
National,ssp119 (medium confidence),17,2050,0.123,25,0.0392,4692,3333,1059,3633,15537595,5314109,10223486,427829363,6300,1351,91.25,1614651,13368072,4259198,30243818,1094,702886,1101047,11,0,16,472542299,22114330,1938,2826,1411,2151,779,775,378,418,186,130
National,ssp119 (medium confidence),17,2050,0.123,50,0.0198,5170,3668,1160,4010,18444700,6245243,12199457,458238911,6986,1500,99.57,1884020,14981893,4641591,33802846,1209,763434,1172879,11,0,17,508196530,25733745,2112,2956,1533,2384,855,954,425,509,245,183
National,ssp119 (medium confidence),17,2050,0.123,100,0.01,5620,4063,1244,4376,21796535,7284598,14511938,486199836,7663,1646,108.26,2197398,16562533,5050749,35286212,1281,827462,1243727,13,0,17,539292308,29872144,2197,3070,1664,2641,964,1161,486,507,309,283
National,ssp119 (medium confidence),17,2050,0.123,250,0.004,6508,4687,1448,5060,27099968,8798662,18301306,533199201,8743,1881,121.48,2716358,19203159,5628237,38778501,1405,918409,1359797,15,0,17,592540657,36362972,2510,3348,1828,2898,1184,1468,578,590,408,440
National,ssp119 (medium confidence),17,2060,0.141,1,0.6321,431,184,97,334,114935,37983,76952,55519624,341,74,8.96,57207,709689,406348,4098601,199,18187,117341,2,0,2,60445254,596677,342,289,89,51,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2060,0.141,5,0.1813,3832,2536,890,2942,9798137,3245836,6552301,366439877,5098,1090,73.59,1106741,9964582,3426944,26001725,926,565166,949103,9,0,14,403355287,14896989,1752,2815,1130,1373,584,648,327,243,39,19
National,ssp119 (medium confidence),17,2060,0.141,10,0.0952,4222,2874,968,3254,12397211,4203557,8193654,394245623,5733,1226,81.66,1329938,11501688,3858840,28520953,1025,631793,1016465,11,0,15,435284729,18217782,1834,2820,1281,1803,658,737,338,326,111,47
National,ssp119 (medium confidence),17,2060,0.141,25,0.0392,4790,3333,1075,3715,16101384,5507446,10593939,437354603,6409,1375,92.77,1659554,13731346,4391575,31166222,1114,714667,1114823,11,0,16,483366994,22867181,1988,2819,1428,2194,795,833,384,424,195,139
National,ssp119 (medium confidence),17,2060,0.141,50,0.0198,5243,3668,1170,4073,19096897,6471511,12625386,463452016,7094,1523,100.92,1933308,15225674,4785945,34356771,1225,775373,1187147,11,0,17,514221609,26591522,2118,2966,1558,2440,870,979,445,513,252,196
National,ssp119 (medium confidence),17,2060,0.141,100,0.01,5703,4063,1263,4440,22538422,7537169,15001253,494348161,7809,1677,109.83,2251806,16872020,5206909,36485222,1299,839534,1257995,13,0,17,548963398,30836671,2198,3145,1696,2647,998,1199,493,507,318,312
National,ssp119 (medium confidence),17,2060,0.141,250,0.004,6628,4687,1480,5148,27966967,9087394,18879573,542813102,8877,1910,123.54,2779769,19720802,5794274,39322817,1419,930814,1373081,16,0,17,603229802,37471824,2573,3374,1833,2905,1210,1519,590,621,422,459
National,ssp119 (medium confidence),17,2070,0.174,1,0.6321,437,184,98,339,147605,48426,99179,55893022,345,75,9.05,62927,728082,446197,4114705,200,21264,121277,2,0,2,60857086,677993,330,289,107,56,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2070,0.174,5,0.1813,3870,2536,895,2975,10498319,3491886,7006433,369445826,5172,1106,74.49,1168135,10152868,3619454,26273943,935,586750,956933,9,0,14,406829570,15872658,1704,2656,1180,1514,597,716,328,262,61,24
National,ssp119 (medium confidence),17,2070,0.174,10,0.0952,4257,2874,979,3278,13231610,4503561,8728049,395647127,5774,1235,82.62,1399473,11739807,4074956,28772977,1033,653511,1027289,11,0,15,437187200,19359549,1777,2708,1309,1890,687,752,348,362,136,61
National,ssp119 (medium confidence),17,2070,0.174,25,0.0392,4858,3333,1088,3770,17134998,5861897,11273102,441249334,6479,1390,93.75,1741366,13918423,4630203,31202149,1116,736254,1123187,11,0,17,487493093,24242821,1948,2669,1465,2324,835,867,399,466,211,153
National,ssp119 (medium confidence),17,2070,0.174,50,0.0198,5293,3668,1181,4112,20292592,6886337,13406255,466618750,7169,1539,101.72,2023366,15390489,5050536,34964030,1233,797251,1193543,11,0,17,518166811,28163744,2045,2861,1592,2525,922,1045,461,514,273,224
National,ssp119 (medium confidence),17,2070,0.174,100,0.01,5763,4063,1275,4488,23898547,8000215,15898332,497941240,7895,1695,110.84,2351179,17077630,5489491,36836630,1311,861659,1268285,13,0,17,553123785,32600876,2139,3050,1712,2690,1047,1274,514,543,351,338
National,ssp119 (medium confidence),17,2070,0.174,250,0.004,6681,4687,1496,5185,29556464,9616736,19939728,546259428,8981,1933,124.53,2895135,19984587,6097186,39527549,1424,953549,1380953,16,0,17,607152517,39502334,2511,3288,1819,2934,1288,1637,613,635,450,487
National,ssp119 (medium confidence),17,2080,0.198,1,0.6321,437,184,98,339,171364,56020,115344,55893022,345,75,9.1,67080,730681,475150,4114705,200,23501,121277,2,0,2,60859685,737095,318,276,119,69,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2080,0.198,5,0.1813,3884,2536,900,2984,11007543,3670832,7336711,370901452,5196,1111,74.73,1212723,10182753,3758875,26274191,936,602444,958901,9,0,14,408317298,16581584,1641,2577,1213,1568,621,741,336,286,73,24
National,ssp119 (medium confidence),17,2080,0.198,10,0.0952,4275,2874,984,3291,13838445,4721745,9116700,397265465,5794,1239,82.93,1449964,11815660,4231941,28844536,1037,669303,1030241,11,0,15,438955902,20189653,1712,2585,1345,1996,710,769,358,368,150,75
National,ssp119 (medium confidence),17,2080,0.198,25,0.0392,4865,3333,1090,3775,17886718,6119679,11767039,442012019,6498,1394,93.98,1800723,13958505,4804040,31304819,1119,751953,1124663,11,0,17,488400007,25243433,1877,2556,1485,2398,860,910,416,476,227,158
National,ssp119 (medium confidence),17,2080,0.198,50,0.0198,5304,3668,1181,4123,21162188,7188028,13974160,467253276,7184,1542,102.07,2088732,15428270,5242029,35000342,1237,813161,1196003,11,0,17,518877891,29306109,1978,2741,1615,2580,948,1095,473,524,290,244
National,ssp119 (medium confidence),17,2080,0.198,100,0.01,5776,4063,1276,4500,24887729,8336977,16550753,499017069,7913,1699,111.14,2423473,17201786,5695250,37090468,1314,877748,1269269,13,0,17,554578593,33884201,2067,2905,1724,2787,1087,1321,528,548,370,352
National,ssp119 (medium confidence),17,2080,0.198,250,0.004,6699,4687,1499,5200,30712463,10001713,20710750,547016316,8995,1936,124.89,2978856,20053100,6317094,39527549,1424,970081,1383413,16,0,17,607980378,40978494,2429,3205,1846,2916,1309,1724,643,650,472,500
National,ssp119 (medium confidence),17,2090,0.229,1,0.6321,490,226,103,387,208014,68094,139919,61989312,414,90,10.16,72911,855869,508560,4350653,208,27236,149321,2,0,2,67345155,816720,345,337,145,77,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2090,0.229,5,0.1813,4149,2831,951,3198,11779305,3945744,7833560,390117138,5608,1200,80.39,1276963,11468699,3966413,28451544,1010,622777,1006625,11,0,15,431044006,17645458,1812,2831,1257,1671,646,754,337,323,97,28
National,ssp119 (medium confidence),17,2090,0.229,10,0.0952,4583,3216,1039,3544,14745336,5039631,9705705,425367438,6154,1318,89.33,1523646,13250044,4453054,31007719,1085,689601,1088747,11,0,15,470713948,21411638,1922,2762,1380,2104,749,816,361,355,171,116
National,ssp119 (medium confidence),17,2090,0.229,25,0.0392,5205,3676,1166,4039,19012701,6512304,12500397,465692044,7083,1519,100.39,1885274,15385953,5048444,35038149,1210,772358,1189852,11,0,17,517305998,26718777,2108,2981,1523,2463,895,960,433,504,246,176
National,ssp119 (medium confidence),17,2090,0.229,50,0.0198,5643,4044,1252,4391,22447818,7631140,14816678,497163443,7718,1657,108.54,2182125,16887859,5501026,36618801,1288,833954,1256230,12,0,17,551926333,30964923,2206,3140,1629,2549,1003,1207,482,559,323,263
National,ssp119 (medium confidence),17,2090,0.229,100,0.01,6213,4473,1386,4827,26330137,8834175,17495962,531350174,8360,1797,118.13,2526717,18991677,5969814,38860719,1375,898985,1334458,14,0,17,590537028,35725652,2388,3203,1751,2759,1133,1450,553,571,388,376
National,ssp119 (medium confidence),17,2090,0.229,250,0.004,7170,5148,1599,5571,32415965,10570021,21845944,585855616,9524,2051,132.45,3097304,21782571,6603804,41595785,1492,992727,1443190,17,0,22,650677161,43109800,2781,3534,1856,2996,1364,1802,665,666,504,527
National,ssp119 (medium confidence),17,2100,0.243,1,0.6321,495,226,104,391,224751,73618,151133,62254389,429,93,10.29,75573,861881,523516,4350901,209,28953,153749,2,0,2,67620919,852792,341,351,154,77,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2100,0.243,5,0.1813,4201,2831,958,3243,12131393,4071262,8060131,396625638,5675,1214,81.29,1306624,11641015,4062837,29048445,1021,631969,1015973,11,0,15,438331071,18132824,1833,2815,1262,1732,658,762,347,329,101,37
National,ssp119 (medium confidence),17,2100,0.243,10,0.0952,4645,3216,1057,3588,15158733,5184316,9974417,428029634,6222,1333,90.3,1557901,13505215,4554192,31188827,1091,698770,1094651,11,0,15,473818327,21969597,1954,2788,1385,2113,762,839,365,356,179,126
National,ssp119 (medium confidence),17,2100,0.243,25,0.0392,5251,3676,1176,4075,19526037,6691476,12834561,468196167,7141,1532,101.44,1924252,15609959,5160316,35375032,1217,781586,1198708,11,0,17,520379865,27392191,2104,2981,1541,2454,904,1011,442,514,260,181
National,ssp119 (medium confidence),17,2100,0.243,50,0.0198,5701,4044,1263,4438,23033483,7832919,15200564,502414952,7795,1674,109.47,2224959,17144363,5621682,37441395,1303,843359,1264102,12,0,17,558264811,31723483,2214,3146,1642,2573,1018,1236,495,573,332,267
National,ssp119 (medium confidence),17,2100,0.243,100,0.01,6291,4473,1407,4884,26986677,9060654,17926023,535912575,8410,1808,119.26,2574457,19250618,6097086,39635634,1392,908597,1342330,14,0,17,596141156,36566817,2426,3187,1730,2771,1172,1487,565,577,398,389
National,ssp119 (medium confidence),17,2100,0.243,250,0.004,7251,5148,1615,5636,33191840,10828889,22362951,592849198,9597,2067,133.65,3151845,22113198,6733324,41608314,1494,1003004,1454014,18,0,22,658024724,44080014,2797,3562,1878,2975,1371,1841,694,688,511,532
National,ssp119 (medium confidence),17,2110,0.266,1,0.6321,502,226,104,398,252247,82692,169555,63537870,434,94,10.4,79962,883472,548089,4352134,210,31769,155717,2,0,2,68929193,912068,339,356,163,77,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2110,0.266,5,0.1813,4233,2831,969,3264,12709825,4277469,8432356,398860864,5684,1216,81.81,1355101,11760465,4219150,29174303,1027,647066,1023353,11,0,15,440818985,18931141,1788,2671,1307,1843,674,776,341,353,123,41
National,ssp119 (medium confidence),17,2110,0.266,10,0.0952,4675,3216,1062,3613,15837884,5422012,10415872,429781758,6258,1341,91.08,1613717,13658467,4720638,31460913,1099,713831,1098587,11,0,15,475999726,22886070,1912,2671,1398,2227,793,836,379,390,193,135
National,ssp119 (medium confidence),17,2110,0.266,25,0.0392,5279,3676,1185,4094,20369376,6985831,13383545,470048677,7196,1544,102.09,1988057,15746591,5342949,35427543,1225,796739,1204120,11,0,17,522426931,28497121,2059,2935,1555,2493,925,1051,466,523,274,195
National,ssp119 (medium confidence),17,2110,0.266,50,0.0198,5747,4044,1274,4473,23995647,8164413,15831234,507765776,7841,1684,110.3,2295256,17349648,5816860,37609252,1307,858805,1269514,13,0,17,563994191,32966568,2170,3030,1666,2679,1052,1273,518,583,341,277
National,ssp119 (medium confidence),17,2110,0.266,100,0.01,6327,4473,1413,4914,28065278,9432727,18632551,537457917,8472,1821,120.22,2652597,19542006,6304339,40049983,1400,924386,1349218,14,0,17,598399124,37946600,2392,3105,1720,2815,1214,1559,586,585,415,409
National,ssp119 (medium confidence),17,2110,0.266,250,0.004,7306,5148,1631,5675,34466492,11254172,23212319,593943743,9715,2092,134.48,3241017,22281909,6946637,41781911,1499,1019878,1455982,18,0,22,659463546,45674023,2741,3606,1924,2920,1385,1922,721,717,535,549
National,ssp119 (medium confidence),17,2120,0.285,1,0.6321,505,226,105,400,274962,90188,184773,63900328,438,95,10.44,83600,892667,568387,4352999,214,34096,157685,2,0,2,69303678,961045,328,352,177,86,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2120,0.285,5,0.1813,4251,2831,977,3274,13187659,4447814,8739845,399839857,5709,1221,81.98,1395085,11799948,4348048,29174799,1029,659535,1024829,11,0,15,441839433,19590327,1748,2594,1330,1906,688,810,352,339,133,60
National,ssp119 (medium confidence),17,2120,0.285,10,0.0952,4685,3216,1063,3622,16398922,5618370,10780553,430511940,6281,1346,91.36,1659714,13742488,4857698,31496693,1102,726270,1101539,11,0,15,476852660,23642604,1858,2596,1423,2283,807,836,389,418,208,148
National,ssp119 (medium confidence),17,2120,0.285,25,0.0392,5295,3676,1189,4106,21066047,7228994,13837053,471982750,7224,1550,102.38,2040570,15768680,5494682,35698637,1229,809256,1207564,11,0,17,524657630,29410555,2001,2856,1587,2547,938,1045,474,557,295,218
National,ssp119 (medium confidence),17,2120,0.285,50,0.0198,5767,4044,1279,4488,24790479,8438256,16352222,508271951,7859,1688,110.74,2353324,17457493,5977750,37626538,1312,871564,1274434,13,0,17,564630416,33993116,2128,2965,1663,2694,1089,1300,526,599,361,301
National,ssp119 (medium confidence),17,2120,0.285,100,0.01,6343,4473,1416,4927,28956296,9740091,19216205,537862628,8483,1823,120.48,2716954,19624874,6474780,40071065,1403,937426,1350202,14,0,17,598908768,39085457,2326,2972,1757,2890,1229,1586,603,607,428,427
National,ssp119 (medium confidence),17,2120,0.285,250,0.004,7331,5148,1637,5694,35519465,11605493,23913971,594917023,9743,2098,134.83,3314597,22365967,7122541,41781911,1499,1033817,1459426,18,0,22,660524328,46990418,2686,3519,1944,2929,1408,1996,741,746,552,553
National,ssp119 (medium confidence),17,2130,0.302,1,0.6321,506,305,105,401,295908,97024,198885,64313158,443,96,10.48,86839,894266,586349,4363134,215,36237,159653,2,0,2,69730210,1005334,321,334,185,109,0,0,0,0,0,0
National,ssp119 (medium confidence),17,2130,0.302,5,0.1813,4271,3207,981,3290,13622290,4602552,9019738,402135361,5751,1230,82.3,1431097,11864639,4463075,29175047,1030,670691,1027781,11,0,15,444202828,20187154,1722,2591,1338,1937,709,801,356,353,146,70
National,ssp119 (medium confidence),17,2130,0.302,10,0.0952,4705,3564,1067,3638,16911554,5797304,11114250,431026492,6310,1352,91.63,1701033,13794147,4980176,31596920,1105,737377,1104491,11,0,15,477522050,24330139,1812,2501,1459,2351,819,879,396,432,219,148
National,ssp119 (medium confidence),17,2130,0.302,25,0.0392,5314,4050,1192,4122,21700727,7450325,14250403,474430237,7245,1554,102.69,2087790,15843447,5630334,35917440,1233,820478,1209532,11,0,17,527400656,30239329,1956,2787,1591,2565,984,1099,476,561,307,233
